repo_id,url,stratum,family_id,family_relation,discovery_scope,task,parameters,languages,license_status,subject_areas,top_evidence_type,evidence_quote,description,review_factual,review_evidence_sufficient,review_omissions,review_family_correct,review_useful
Korshort/emnlp2026_expertqa_qwen3.5-4b_exp1_1_finance_seed1,https://huggingface.co/Korshort/emnlp2026_expertqa_qwen3.5-4b_exp1_1_finance_seed1,scientific_domain,qwen--qwen2-5-4b-instruct,derived_from,primary,,4000000000,ko;en,recognized_identifier,finance,fine_tuned_on,Domain | finance,SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to‑SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous).,,,,,
Korshort/emnlp2026_expertqa_qwen3.5-4b_exp1_2_finance_seed2,https://huggingface.co/Korshort/emnlp2026_expertqa_qwen3.5-4b_exp1_2_finance_seed2,scientific_domain,qwen--qwen2-5-4b-instruct,derived_from,primary,,4000000000,ko;en,recognized_identifier,finance,fine_tuned_on,Domain | finance,SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to-SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous).,,,,,
Korshort/emnlp2026_expertqa_qwen3.5-4b_whisper_medium_exp0_finance_seed2,https://huggingface.co/Korshort/emnlp2026_expertqa_qwen3.5-4b_whisper_medium_exp0_finance_seed2,scientific_domain,qwen--qwen2-5-4b-instruct,derived_from,primary,,4000000000,ko;en,recognized_identifier,finance,trained_on,| Domain | finance |,"SFT checkpoint from the EMNLP 2026 Industry Track submission, fine‑tuned on the finance domain using LoRA on Qwen2.5‑4B‑Instruct, with Whisper‑medium as the upstream speech‑to‑text component.",,,,,
Korshort/emnlp2026_expertqa_qwen3.5-4b_whisper_medium_exp2_finance_seed2,https://huggingface.co/Korshort/emnlp2026_expertqa_qwen3.5-4b_whisper_medium_exp2_finance_seed2,scientific_domain,qwen--qwen2-5-4b-instruct,canonical,primary,,4000000000,ko;en,recognized_identifier,finance,fine_tuned_on,Domain | finance,SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to-SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous).,,,,,
Korshort/emnlp2026_expertqa_qwen3.5-9b_exp0_finance_seed2,https://huggingface.co/Korshort/emnlp2026_expertqa_qwen3.5-9b_exp0_finance_seed2,scientific_domain,qwen--qwen2-5-9b-instruct,derived_from,primary,,9000000000,ko;en,recognized_identifier,finance,trained_on,| Domain | finance |,"SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to‑SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous), fine‑tuned on the Qwen2.5‑9B‑Instruct base model for finance‑domain QA using an in‑house speech‑to‑text pipeline.",,,,,
Korshort/emnlp2026_expertqa_qwen3.5-9b_exp1_1_finance_seed1,https://huggingface.co/Korshort/emnlp2026_expertqa_qwen3.5-9b_exp1_1_finance_seed1,scientific_domain,qwen--qwen2-5-9b-instruct,canonical,primary,,9000000000,ko;en,recognized_identifier,,fine_tuned_on,SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to-SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous).,SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to-SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous).,,,,,
Korshort/emnlp2026_expertqa_qwen3.5-9b_exp1_1_finance_seed2,https://huggingface.co/Korshort/emnlp2026_expertqa_qwen3.5-9b_exp1_1_finance_seed2,scientific_domain,qwen--qwen2-5-9b-instruct,derived_from,primary,,9000000000,ko;en,recognized_identifier,finance,fine_tuned_on,Domain | finance,SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to‑SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous).,,,,,
Korshort/emnlp2026_expertqa_qwen3.5-9b_exp1_2_finance_seed1,https://huggingface.co/Korshort/emnlp2026_expertqa_qwen3.5-9b_exp1_2_finance_seed1,scientific_domain,qwen--qwen2-5-9b-instruct,derived_from,primary,,9000000000,ko;en,recognized_identifier,finance,fine_tuned_on,Domain | finance,SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech‑to‑SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous).,,,,,
Mathoctopus/Cross_13B,https://huggingface.co/Mathoctopus/Cross_13B,scientific_domain,mathoctopus--parallel-13b,exact_duplicate_of,variant,text-generation,13000000000,en;es;zh;de;ru;th;sw;ja;fr;bn,recognized_identifier,mathematics;multilingual-nlp;education,trained_on,"We introduce 🐙 MathOctopus, a series of open-source large language models (LLMs) specifically tailored for multilingual math problem-solving.","We introduce MathOctopus, a series of open-source large language models (LLMs) specifically tailored for multilingual math problem-solving.",,,,,
Mathoctopus/Cross_7B,https://huggingface.co/Mathoctopus/Cross_7B,scientific_domain,mathoctopus--parallel-7b,exact_duplicate_of,variant,text-generation,7000000000,en;es;zh;de;ru;th;sw;ja;fr;bn,recognized_identifier,mathematics;multilingual-nlp;education,trained_on,"MGSM8KInstruct Dataset, encompassing ten distinct languages.",MathOctopus is a series of open-source large language models specifically tailored for multilingual math problem-solving.,,,,,
Mathoctopus/Cross_xRFT_7B,https://huggingface.co/Mathoctopus/Cross_xRFT_7B,scientific_domain,mathoctopus--parallel-7b,exact_duplicate_of,variant,text-generation,7000000000,en;es;zh;de;ru;th;sw;ja;fr;bn,recognized_identifier,mathematics;multilingual-nlp;education,trained_on,specifically tailored for multilingual math problem-solving.,MathOctopus is a series of open‑source large language models specifically tailored for multilingual math problem‑solving.,,,,,
Mathoctopus/Parallel_13B,https://huggingface.co/Mathoctopus/Parallel_13B,scientific_domain,mathoctopus--parallel-13b,canonical,primary,text-generation,13000000000,en;es;zh;de;ru;th;sw;ja;fr;bn,recognized_identifier,mathematics;multilingual-nlp;education,trained_on,"We introduce 🐙 MathOctopus, a series of open-source large language models (LLMs) specifically tailored for multilingual math problem-solving.","We introduce 🐙 MathOctopus, a series of open-source large language models (LLMs) specifically tailored for multilingual math problem-solving.",,,,,
Mathoctopus/Parallel_7B,https://huggingface.co/Mathoctopus/Parallel_7B,scientific_domain,mathoctopus--parallel-7b,canonical,primary,text-generation,7000000000,en;es;zh;de;ru;th;sw;ja;fr;bn,recognized_identifier,mathematics;multilingual-nlp;education,trained_on,"MGSM8KInstruct Dataset, encompassing ten distinct languages.",MathOctopus is a series of open‑source large language models specifically tailored for multilingual math problem‑solving.,,,,,
Metin/LLaMA-3-8B-Math-Majority-Vote-GRPO,https://huggingface.co/Metin/LLaMA-3-8B-Math-Majority-Vote-GRPO,scientific_domain,ytu-ce-cosmos--turkish-llama-8b-dpo-v0-1,canonical,primary,text-generation,8030261248,en;tr,recognized_identifier,mathematics,trained_on,Turkish math word problems,"Test Time Reinforcement Learning (TTRL) trained version of Turkish‑Llama‑8b‑DPO‑v0.1, trained on Turkish math word problems using the GRPO method and a majority vote reward function.",,,,,
Omartificial-Intelligence-Space/Fanar-Math-R1-GRPO,https://huggingface.co/Omartificial-Intelligence-Space/Fanar-Math-R1-GRPO,scientific_domain,qcri--fanar-1-9b,derived_from,primary,text-generation,,ar;en,recognized_identifier,mathematics;multilingual-nlp,intended_for,Specializes in **multi-step mathematical reasoning,"Fanar-Math-R1-GRPO is a reasoning‑optimized language model built on QCRI/Fanar‑1‑9B‑Instruct, fine‑tuned with Group Relative Policy Optimization (GRPO) on the AI‑MO/NuminaMath‑TIR dataset for step‑by‑step mathematical problem solving with structured reasoning in English and Arabic.",,,,,
OncogenAI/phi-3-medium-clinical,https://huggingface.co/OncogenAI/phi-3-medium-clinical,scientific_domain,microsoft--phi-3-medium-4k-instruct,derived_from,primary,text-generation,13960238080,zh;en,recognized_identifier,biomedicine;education,fine_tuned_on,Medical Dataset**: Clinical and healthcare-specific dataset,"A medical domain‑specific fine‑tuned variant of Microsoft's Phi‑3‑Medium language model, optimized for clinical applications and healthcare‑related tasks.",,,,,
TinyLlama/TinyLlama_v1.1_math_code,https://huggingface.co/TinyLlama/TinyLlama_v1.1_math_code,scientific_domain,tinyllama--tinyllama-v1-1,exact_duplicate_of,variant,text-generation,,en;zh,recognized_identifier,mathematics;multilingual-nlp,fine_tuned_on,starcoder and proof pile,"TinyLlama-1.1B-v1.1 is a 1.1B‑parameter Llama‑based text‑generation model that has been trained on 2 T tokens and released in three variants—standard, math & code, and Chinese—to provide compact, domain‑specialised language capabilities.",,,,,
UMCU/CardioBERTa.nl_clinical,https://huggingface.co/UMCU/CardioBERTa.nl_clinical,scientific_domain,cltl--medroberta-nl,derived_from,primary,fill-mask,166019648,nl;en,recognized_identifier,biomedicine,trained_on,"Dutch: medical guidelines (FMS, NHG)",CardioBERTa.nl is a Dutch medical language model trained on Dutch and English clinical corpora for fill‑mask tasks.,,,,,
alex-miller/iati-climate-classifier,https://huggingface.co/alex-miller/iati-climate-classifier,scientific_domain,alex-miller--odabert,derived_from,primary,text-classification,168171266,en;fr;es;de,recognized_identifier,climate-earth-science,trained_on,This model has been trained to identify climate mitigation and climate adaptation project titles and/or descriptions.,Fine‑tuned BERT model for classifying IATI project titles and descriptions as climate mitigation/adaptation or not.,,,,,
17slever17/Qwen3-ForcedAligner-Ultra,https://huggingface.co/17slever17/Qwen3-ForcedAligner-Ultra,trending_recent,qwen--qwen3-forcedaligner-0-6b,derived_from,primary,automatic-speech-recognition,917728896,en;zh;fr;de;it;ja;ko;ru;es;pt;yue,recognized_identifier,speech-and-audio;multilingual-nlp,trained_on,"The selected training mixture contains approximately **70 hours** of diverse, multilingual speech.","Qwen3-ForcedAligner-Ultra is a multilingual forced alignment model derived from Qwen3-ForcedAligner-0.6B, offering precise word timestamps with optional local boundary refinement and robust performance on accented, noisy, and code‑switched speech.",,,,,
LibertAIDAI/GLM-5.3-Flash-NVFP4,https://huggingface.co/LibertAIDAI/GLM-5.3-Flash-NVFP4,trending_recent,zai-org--glm-5-3-flash,derived_from,primary,image-text-to-text,165496249182,en;zh,recognized_identifier,,intended_for,natively multimodal,"GLM‑5.3‑Flash‑NVFP4 is a weight‑only NVFP4‑quantized checkpoint of Z.ai’s GLM‑5.3‑Flash, featuring sparse and linear attention and a routed‑expert FFN, enabling 70% size reduction while preserving multimodal performance.",,,,,
RadixArk/GLM-5.3-NVFP4,https://huggingface.co/RadixArk/GLM-5.3-NVFP4,trending_recent,zai-org--glm-5-3,derived_from,primary,text-generation,380989135104,en;zh,declared_text,mathematics;software-engineering,evaluated_on,The model was evaluated on GSM8K and AIME 2026.,The RadixArk GLM-5.3-NVFP4 model is the quantized version of [zai-org/GLM-5.3-BF16](https://huggingface.co/zai-org/GLM-5.3-BF16).,,,,,
meituan-longcat/LongCat-Video-Avatar-1.5,https://huggingface.co/meituan-longcat/LongCat-Video-Avatar-1.5,trending_recent,meituan-longcat--longcat-video,canonical,primary,,,en;zh,recognized_identifier,speech-and-audio;multilingual-nlp;education;software-engineering,intended_for,audio-driven human video generation,"LongCat‑Video‑Avatar 1.5 is an open‑source, audio‑driven human video generation framework that supports Audio‑Text‑to‑Video, Audio‑Text‑Image‑to‑Video, and Video Continuation for single‑ and multi‑person avatars. It delivers high‑fidelity lip synchronization, full‑body temporal stability, identity consistency, stylized domain generalization, and efficient 8‑step inference with optional INT8 quanti",,,,,
mistralai/Voxtral-4B-TTS-2603,https://huggingface.co/mistralai/Voxtral-4B-TTS-2603,trending_recent,mistralai--ministral-3-3b-base-2512,derived_from,primary,text-to-speech,4000000000,en;fr;es;pt;it;nl;de;ar;hi,recognized_identifier,speech-and-audio,intended_for,Voxtral TTS delivers enterprise-grade text-to-speech for production voice agents,"Voxtral 4B TTS 2603 is an open‑weights text‑to‑speech model that delivers realistic, expressive, multilingual speech with low latency and production‑ready performance.",,,,,
onnx-community/higgs-audio-v3-tts-4b,https://huggingface.co/onnx-community/higgs-audio-v3-tts-4b,trending_recent,bosonai--higgs-audio-v3-tts-4b,derived_from,primary,text-to-speech,4000000000,af;ar;as;ast;az;ba;be;bg;bn;bs;ca;ceb;ckb;cs;cy;da;de;el;en;eo;es;et;eu;fa;fi;fr;ga;gl;gu;ha;he;hi;hr;ht;hu;hy;id;is;it;jv;ka;kab;kam;kea;kk;kn;ko;ky;la;lb;lg;ln;lt;luo;lv;mhr;mi;mk;ml;mn;mr;ms;mt;ne;nl;no;nso;ny;oc;om;pa;pl;ps;pt;ro;ru;rw;sd;sk;sl;sn;so;sq;sr;sv;sw;ta;te;tg;tl;tr;ug;uk;umb;ur;uz;vi;xh;zh;zu,declared_text,speech-and-audio;multilingual-nlp,evaluated_on,The model reaches **single-digit WER/CER on 102 languages,"Higgs Audio v3 TTS is built for voice chat: it speaks, not just reads. It turns model responses into expressive conversational speech across 100+ languages, with zero‑shot voice cloning and inline control over emotion, style, prosody, pauses, and sound effects.",,,,,
rakuten-junliu/RakutenAI-3.0-NVFP4,https://huggingface.co/rakuten-junliu/RakutenAI-3.0-NVFP4,trending_recent,rakuten--rakutenai-3-0,derived_from,primary,,380169393664,ja;en,recognized_identifier,multilingual-nlp,fine_tuned_on,"Calibration: a mixed Japanese/English calibration set including identity/safety prompts, instruction data, Wikipedia and news text, 820 samples.","NVFP4‑quantized 671 B DeepSeek‑V3 MoE language model with Four Over Six adaptive block scaling, supporting Japanese and English.",,,,,
rakuten-junliu/RakutenAI-3.0-W4A8,https://huggingface.co/rakuten-junliu/RakutenAI-3.0-W4A8,trending_recent,rakuten--rakutenai-3-0,derived_from,primary,,349181667416,ja;en,recognized_identifier,,architecture,"Mixed-precision quantization of [Rakuten/RakutenAI-3.0](https://huggingface.co/Rakuten/RakutenAI-3.0) (671B MoE, DeepSeek-V3 architecture, MLA attention, 256 routed experts, MTP)","Mixed‑precision quantized version of RakutenAI‑3.0 with INT4 routed experts and FP8 activations, optimized for Hopper GPUs.",,,,,
rhasspy/piper-voices,https://huggingface.co/rhasspy/piper-voices,trending_recent,rhasspy--piper-voices,derived_from,primary,,,ar;ca;cs;cy;da;de;el;en;es;fa;fi;fr;hu;is;it;ka;kk;lb;lv;ne;nl;no;pl;pt;ro;ru;sk;sl;sr;sv;sw;tr;uk;vi;zh,recognized_identifier,speech-and-audio,intended_for,Voices for [Piper](https://github.com/rhasspy/piper) text to speech system.,Voices for Piper text to speech system.,,,,,
sensenova/SenseNova-U1.5-8B-MoT,https://huggingface.co/sensenova/SenseNova-U1.5-8B-MoT,trending_recent,sensenova--sensenova-u1-5-8b-mot,derived_from,primary,any-to-any,17532854464,en;zh,recognized_identifier,multilingual-nlp,intended_for,English | 简体中文,"SenseNova-U1.5-8B-MoT is our latest native unified multimodal checkpoint for more accurate, consistent, reliable, and aesthetically compelling visual creation.",,,,,
sensenova/SenseNova-U1.5-8B-MoT-LoRAs,https://huggingface.co/sensenova/SenseNova-U1.5-8B-MoT-LoRAs,trending_recent,sensenova--sensenova-u1-5-8b-mot,derived_from,primary,any-to-any,8000000000,en;zh,recognized_identifier,multilingual-nlp,intended_for,"Better text rendering and infographic generation:** more legible Chinese and English text, with clearer information hierarchy in posters, infographics, brand assets, and other text-dense designs.","Official LoRA weights for SenseNova-U1.5-8B-MoT, enabling faster 8‑step text‑to‑image inference and improved multimodal image generation and editing.",,,,,
t8star/SenseNova-U1.5-Comfy,https://huggingface.co/t8star/SenseNova-U1.5-Comfy,trending_recent,sensenova--sensenova-u1-5-8b-mot,derived_from,primary,text-to-image,,en;zh,recognized_identifier,,intended_for,- 1～10 张多参考图编辑,"ComfyUI single-file weights for the SenseNova U1.5 text-to-image model, supporting text-to-image generation, single and multi-reference image editing, batch generation, 50-step generation/editing, 8-step LoRA, custom img_cfg guidance, CFG Norm and structured prompts, low VRAM loading, and KSampler integration.",,,,,
zai-org/GLM-Image,https://huggingface.co/zai-org/GLM-Image,trending_recent,zai-org--glm-image,canonical,primary,text-to-image,6926882880,zh;en,recognized_identifier,multilingual-nlp,evaluated_on,"GLM‑Image aligns with mainstream latent diffusion approaches, but it shows significant advantages in text-rendering and knowledge‑intensive generation scenarios.","GLM-Image is a hybrid autoregressive + diffusion decoder image generation model that excels in text rendering and knowledge‑intensive generation, supporting both text‑to‑image and image‑to‑image tasks with high fidelity and fine‑grained detail.",,,,,
ARTPARK-IISc/SraVaani-1.0,https://huggingface.co/ARTPARK-IISc/SraVaani-1.0,trending_recent,artpark-iisc--sravaani-1-0,canonical,primary,automatic-speech-recognition,,hi;kn;ml;te;en;gu;pa;or;bn;ta;as;sa;ne;mr,recognized_identifier,speech-and-audio;multilingual-nlp,trained_on,"pretrained from scratch using **31,255 hours** of speech data from the **Vaani** dataset","A 430M parameter FastConformer-based ASR model with a hybrid TDT-CTC decoder, pretrained on 31k hours of Vaani speech data and fine-tuned on 31k hours of transcribed Indian languages, supporting 65 Indian languages and dialects.",,,,,
ASD12321WAS/MyAwesomeModel-TestRepo,https://huggingface.co/ASD12321WAS/MyAwesomeModel-TestRepo,trending_recent,rhath--myawesomemodel-testrepo,exact_duplicate_of,variant,feature-extraction,,,recognized_identifier,mathematics;software-engineering,evaluated_on,"The model has demonstrated outstanding performance across various benchmark evaluations, including mathematics, programming, and general logic.","MyAwesomeModel is a BERT-based feature extraction model that has been upgraded to improve reasoning and inference, achieving strong performance on mathematics, programming, and logic benchmarks.",,,,,
Abhere/medical-llm-finetuned,https://huggingface.co/Abhere/medical-llm-finetuned,trending_recent,unsloth--llama-3-2-3b-unsloth,derived_from,primary,,,en,recognized_identifier,,,,"A fine‑tuned LLaMA‑3.2 3B model from unsloth, trained 2× faster using Unsloth.",,,,,
Audio8/Audio8-TTS-Preview-0.1b,https://huggingface.co/Audio8/Audio8-TTS-Preview-0.1b,trending_recent,audio8--audio8-tts-preview-0-1b,canonical,primary,text-to-speech,169779904,zh;en;de;es;fr;it;ja;ko,declared_link,speech-and-audio,intended_for,Audio8 TTS 0.1B** supports speech generation and zero-shot voice cloning.,The smallest zero‑shot TTS worth running.,,,,,
Audio8/Audio8-TTS-Preview-0.6b,https://huggingface.co/Audio8/Audio8-TTS-Preview-0.6b,trending_recent,audio8--audio8-tts-preview-0-6b,canonical,primary,text-to-speech,601159424,yue;zh;nl;en;fr;de;it;ja;ko;pl;es;cantonese,recognized_identifier,speech-and-audio,intended_for,Audio8 TTS Preview supports multilingual speech generation and zero-shot voice cloning.,A 0.6B-parameter multilingual text-to-speech model with zero-shot voice cloning.,,,,,
BonTori/phobert-eda-retrain-hsd,https://huggingface.co/BonTori/phobert-eda-retrain-hsd,trending_recent,vinai--phobert-base,exact_duplicate_of,variant,text-classification,135000579,,recognized_identifier,,evaluated_on,It achieves the following results on the evaluation set:,"This is a fine‑tuned Roberta‑based text classification model derived from vinai/phobert‑base, trained on an unspecified dataset and evaluated with an accuracy of 0.8192.",,,,,
BonTori/phobert_eda_segmented_results,https://huggingface.co/BonTori/phobert_eda_segmented_results,trending_recent,vinai--phobert-base,canonical,primary,text-classification,135000579,,recognized_identifier,,,,Fine-tuned RoBERTa-based model for text classification.,,,,,
BreezeBlue/Breeze-TTS-2,https://huggingface.co/BreezeBlue/Breeze-TTS-2,trending_recent,breezeblue--breeze-tts-2,canonical,primary,text-to-speech,3466363713,en;zh,declared_text,speech-and-audio;multilingual-nlp,intended_for,text-to-speech,"Breeze TTS 2 is an open-weight text-to-speech model built for real-time interaction, offering voice cloning, voice design, voice direction, vocal events, ultra-low latency streaming, GPU efficiency, and bilingual English/Chinese support.",,,,,
DALabCommunity/Haidass1.5-143M,https://huggingface.co/DALabCommunity/Haidass1.5-143M,trending_recent,dalabcommunity--haidass1-5-143m,canonical,primary,,143071296,zh;en,recognized_identifier,,evaluated_on,ARC-Easy | 59.09,A bilingual (English/Chinese) small language model trained entirely on the Huawei Ascend NPU ecosystem.,,,,,
DSD1231/MyAwesomeModel-TestRepo,https://huggingface.co/DSD1231/MyAwesomeModel-TestRepo,trending_recent,rhath--myawesomemodel-testrepo,exact_duplicate_of,variant,feature-extraction,,,recognized_identifier,mathematics;software-engineering;information-retrieval;safety-and-moderation;multilingual-nlp;education,evaluated_on,Math Reasoning | 0.510 | 0.535 | 0.521 | 0.550,"MyAwesomeModel is a BERT-based feature extraction model that excels in reasoning, generation, and multilingual tasks, with improved depth of reasoning, reduced hallucination, and enhanced function calling support.",,,,,
Efficient-Large-Model/SANA-Video_2.0_5B_720p,https://huggingface.co/Efficient-Large-Model/SANA-Video_2.0_5B_720p,trending_recent,efficient-large-model--sana-video-2-0-5b-720p,canonical,primary,text-to-video,5000000000,en;zh,recognized_identifier,,intended_for,SANA-Video 2.0 is an efficient diffusion transformer for high-resolution video generation. This release provides the 5B-class checkpoint jointly post-trained for text-to-video (T2V) and text-image-to-video (TI2V) generation at 720p for about eight seconds.,"SANA‑Video 2.0 is a 5B‑parameter diffusion transformer for high‑resolution text‑to‑video and text‑image‑to‑video generation at 720p, combining gated linear attention with dense softmax anchors and a Gemma‑2‑2B‑IT text encoder.",,,,,
FermionResearch/Phonon-1-Big,https://huggingface.co/FermionResearch/Phonon-1-Big,trending_recent,qwen--qwen3-asr-0-6b,derived_from,primary,automatic-speech-recognition,,en,recognized_identifier,speech-and-audio,evaluated_on,LibriSpeech test-clean | 2.667,Phonon-1 Big is an open speech recognition model for English that downloads in 581 MB.,,,,,
